date:	Mon, 26 Mar 2018 20:44:08 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL·0/0 C1·2/2 !C1E·10/20 !C3·70/100 !C6·85/200 !C7s·124/800 !C8·200/800 !C9·480/5000 !C10·890/5000 # elat/tres µs
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.23.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1628-g0edd5129-dirty
sw/zodb:            5.4.0
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0-dirty

dataset:	wczblk1-8
node:
cluster:	deco

*** ZEO
Benchmarkzeo/py/fs1-zhash.py 2127 364.9 µs/object	# crc32:14640593  nread=8540363  t=0.777s	# POLL·1 C1·31169 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.py 2127 374.0 µs/object	# crc32:14640593  nread=8540363  t=0.796s	# POLL·1 C1·28432 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.py 2127 372.2 µs/object	# crc32:14640593  nread=8540363  t=0.792s	# POLL·4 C1·30166 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.py 2127 381.0 µs/object	# crc32:14640593  nread=8540363  t=0.811s	# POLL·15 C1·29877 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.py 2127 392.0 µs/object	# crc32:14640593  nread=8540363  t=0.834s	# POLL·4 C1·28314 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0

Benchmarkzeo/py/fs1-zhash.go 2127 125.9 µs/object	# crc32:14640593  nread=8540363  t=267.937783ms	# POLL·1 C1·11088 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.go 2127 126.0 µs/object	# crc32:14640593  nread=8540363  t=268.123122ms	# POLL·7 C1·11121 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.go 2127 127.1 µs/object	# crc32:14640593  nread=8540363  t=270.484021ms	# POLL·3 C1·11134 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.go 2127 125.4 µs/object	# crc32:14640593  nread=8540363  t=266.884236ms	# POLL·2 C1·11108 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.go 2127 125.6 µs/object	# crc32:14640593  nread=8540363  t=267.329543ms	# POLL·7 C1·11127 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
Benchmarkzeo/py/fs1-zhash.go+prefetch128 2127 67.0 µs/object	# crc32:14640593  nread=8540363  t=142.561406ms	# POLL·40 C1·7211 C1E·0 C3·0 C6·0 C7s·0 C8·0 C9·0 C10·0
